ELECTION DATE	ELECTION TYPE	ELECTION NAME	VOTER ID	Last Name	First Name	Middle Name	Suffix	DOB	VOTER STATUS	VOTER STATUS REASON	ABSENTEE INFORMATION	MAILING ADDRESS	HOUSE NUMBER	HOUSE SUFFIX	PRE DIRECTION	STREET NAME	STREET TYPE	POST DIRECTION	UNIT TYPE	UNIT NUMBER	NON STANDARD ADDRESS	CITY	STATE	ZIP	POLLING PLACE CODE	POLLING PLACE NAME	POLLING PLACE ADDRESS	PRECINCT CODE	PRECINCT NAME	SPLIT	BALLOT STYLE	REGISTRATION DATE
01/01/2021	General	MCVR TEST ELECTION	87416057	Williams	Daniel	Julie	PhD	5/27/1980	Active				4988	A	 West	Rodriguez Ridges	 BLVD	 North	 STE	6449	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	94207898	Nguyen	John	Kim	MD	5/27/1980	Active				7061	A	 East	Ortega Way	 ST	 S	 Unit	4398	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	99470496	Cabrera	Dana	Patricia	MD	5/27/1980	Active				2949	B	N	Roberts Inlet	 AVE	 S	 STE	1373	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	64710601	Ortiz	Mary	Alexandra	PhD	5/27/1980	Active				2052	D	 S	Coleman Mission	 AVE	N	APT	9961	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	15874816	Brown	Mark	Elizabeth	PhD	5/27/1980	Active				3581	A	N	Mary Drive	 AVE	 S	 Unit	2872	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	72617394	Morgan	Megan	William	MD	5/27/1980	Active				9744	B	 S	Johnson Trace	 ST	N	APT	7607	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	50082340	Olsen	Paul	Jason	PhD	5/27/1980	Active				6352	A	 West	Kevin Centers	DR	N	 Trailer	7914	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	71446614	Mcfarland	Summer	Francis	PhD	5/27/1980	Active				9054	D	 East	Cynthia Squares	 ST	 North	 Unit	7356	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	89527160	Brown	Susan	Ashley	PhD	5/27/1980	Active				5624	A	 West	Eric Prairie	 ST	 S	 Unit	2258	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	65719841	King	Barbara	Taylor	MD	5/27/1980	Active				8771	A	N	Crawford Fall	 AVE	N	 Unit	6630	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	67526085	Pearson	Justin	Sandra	MD	5/27/1980	Active				4158	B	 East	Morgan Station	DR	 S	APT	5282	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	14939899	Parker	Bradley	Thomas	MD	5/27/1980	Inactive				7309	A	N	Susan Mall	 AVE	N	 Unit	2902	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	40750041	Jones	Janet	Rachael	PhD	5/27/1980	Active				5933	D	N	Griffin Mills	 BLVD	 South	 Trailer	8898	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	93094989	Gibson	Gregory	Anna	MD	5/27/1980	Active				1491	D	 East	Cantu Cove	 AVE	N	 Unit	6052	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	55644593	Pruitt	Chelsea	Alan	PhD	5/27/1980	Active				3981	A	 West	Richardson Court	 BLVD	 South	 Unit	7858	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	87490319	Sanders	Keith	Melinda	MD	5/27/1980	Active				9286	C	 East	Joshua Passage	 AVE	 North	 STE	1701	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	34557633	Long	Stephen	Robert	PhD	5/27/1980	Active				4791	A	 S	Curtis Burg	 BLVD	 North	 Unit	6995	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	88983747	George	Mark	Lindsay	PhD	5/27/1980	Active				1155	D	 West	Carey Place	DR	 S	APT	6702	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	91528111	Mckay	Victoria	Emily	MD	5/27/1980	Active				6431	D	 West	Erin Fields	DR	 North	 STE	9996	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	26399729	Brown	Albert	Morgan	PhD	5/27/1980	Active				4787	B	 S	Rocha Mews	 ST	 North	 Unit	4967	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	37148548	Brock	William	Cynthia	MD	5/27/1980	Active				9098	A	 S	Jacobson Summit	DR	 North	APT	5754	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	88194807	Clark	Gilbert	William	PhD	5/27/1980	Active				5142	B	 West	Monique Squares	 AVE	 North	 Trailer	5766	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	97186484	Taylor	Tammy	Michele	PhD	5/27/1980	Active				6008	C	 East	Jessica Flat	 ST	 South	 Trailer	9534	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	84973615	Deleon	Victoria	Kathryn	PhD	5/27/1980	Active				5475	A	 S	Brendan Bridge	 AVE	 North	 STE	7658	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	96611840	George	William	Brian	PhD	5/27/1980	Active				5488	C	 S	Nelson Knolls	 ST	 South	 Trailer	2059	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	98219046	Anderson	David	Jennifer	MD	5/27/1980	Active				6482	B	 S	Wendy Way	DR	 North	 STE	5089	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	14827995	Morrison	Dan	Bianca	PhD	5/27/1980	Active				3183	D	N	Amber Overpass	 BLVD	 North	 STE	9223	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	12474120	Zamora	Michael	Christopher	PhD	5/27/1980	Inactive				6737	D	N	Curry Port	 BLVD	N	 Trailer	8399	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	94589482	Hanson	Matthew	Matthew	MD	5/27/1980	Active				4909	A	 East	Brandy Lights	DR	 South	APT	307	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	61907027	Adkins	Andrew	Michael	PhD	5/27/1980	Inactive				8200	C	 S	Villanueva Tunnel	 ST	N	 Trailer	658	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	60482127	Merritt	Alexandra	Donna	MD	5/27/1980	Active				1594	C	N	Kennedy Ramp	DR	 S	 Unit	5047	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	89218740	Wiley	James	Sydney	MD	5/27/1980	Active				4125	B	 S	Gardner Wells	 ST	 North	 STE	6745	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	94981753	Tucker	Amy	Suzanne	MD	5/27/1980	Active				6779	A	 West	Martinez Groves	DR	 S	APT	8291	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	68271543	Rose	Jennifer	Linda	MD	5/27/1980	Active				7795	C	N	Mcdaniel Spur	 ST	N	 Unit	234	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	44038600	Moreno	Samantha	Peter	MD	5/27/1980	Active				3247	A	N	Diana Divide	 AVE	N	 STE	7971	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	26254057	Branch	Jacqueline	Shawn	PhD	5/27/1980	Active				7304	B	 East	Tran Forest	 BLVD	 S	APT	920	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	36622478	Lee	Elizabeth	James	MD	5/27/1980	Active				3494	B	N	Smith Spur	 ST	 S	APT	8624	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	69754866	Knight	Tony	Tasha	MD	5/27/1980	Active				5487	A	 West	Odom Shoals	 ST	 S	 Unit	3126	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	28104255	Hood	James	Janice	PhD	5/27/1980	Active				7001	D	 East	Kimberly Key	 ST	 S	APT	9935	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	87623139	Boyd	Timothy	Morgan	PhD	5/27/1980	Inactive				4794	D	 East	Kristina Islands	 AVE	 North	 Trailer	6292	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	82247696	Wall	Melissa	Paula	MD	5/27/1980	Inactive				7894	B	 S	Jason Valleys	 BLVD	N	APT	4987	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	50054888	Cruz	Lisa	Joshua	MD	5/27/1980	Inactive				2216	C	 West	Ward Harbor	 ST	N	APT	9526	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	27611508	Gonzalez	Andrew	Jessica	MD	5/27/1980	Active				5883	C	N	Brown Points	 AVE	 S	 STE	9677	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	13245086	Jenkins	Samantha	Harold	PhD	5/27/1980	Active				5517	B	 West	Bond Village	 AVE	N	APT	2065	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	17469051	Turner	David	Laura	PhD	5/27/1980	Active				8654	D	 S	Laura Lane	 BLVD	N	APT	3351	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	52947513	Gomez	Heidi	Rachel	PhD	5/27/1980	Active				3156	A	 S	Turner Square	 AVE	 South	 Unit	7455	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	85710233	Ward	David	John	PhD	5/27/1980	Inactive				5237	D	 West	Daniel Shoals	 BLVD	N	 STE	951	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	13990438	Taylor	Carolyn	Rachel	MD	5/27/1980	Active				7828	D	N	Henderson Neck	 BLVD	 North	 Trailer	9958	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	25871830	Andrews	John	Robert	MD	5/27/1980	Active				2829	D	N	Hill Curve	 ST	 North	APT	7310	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	98813037	Martinez	Lance	Amanda	MD	5/27/1980	Active				6588	B	 West	Kimberly Junction	 AVE	 S	APT	7480	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	20386679	Ellison	Kristina	Michael	MD	5/27/1980	Active				6395	B	N	Morrison Garden	 AVE	 S	APT	8239	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	99284865	Kline	Carlos	Tracy	MD	5/27/1980	Inactive				5798	D	 West	Singh View	 ST	 S	 Unit	5038	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	41111089	Brown	Gregory	Abigail	MD	5/27/1980	Active				8509	C	 S	Stone Drive	DR	 North	 STE	9282	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	68704972	Ford	David	Taylor	MD	5/27/1980	Active				5136	B	 East	Reyes Shore	DR	N	 Unit	1258	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	23129586	Ward	Bianca	Michelle	PhD	5/27/1980	Active				3221	A	 S	Rhodes Roads	DR	 S	APT	9327	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	82248018	Chapman	Emily	Michelle	PhD	5/27/1980	Active				4127	D	 S	Thomas Creek	 ST	 S	 Trailer	6093	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	83865055	Miller	Jessica	Mary	MD	5/27/1980	Active				8482	D	N	Fletcher Expressway	 BLVD	 S	APT	5387	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	21802907	Sawyer	Tammy	Elizabeth	MD	5/27/1980	Active				9376	D	 West	Coleman Ridges	 ST	 South	 Unit	2387	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	73248477	Rogers	Blake	Sarah	PhD	5/27/1980	Active				4591	D	 West	Lori Isle	DR	 South	 Trailer	8390	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	90605885	Olsen	Chris	Dana	PhD	5/27/1980	Inactive				9871	A	 West	Atkins Walks	DR	 S	 Trailer	9394	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	58173181	Simpson	Kristina	April	MD	5/27/1980	Active				6137	A	 S	Norman Forks	 BLVD	N	 Unit	3992	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	36455380	Baker	John	Crystal	PhD	5/27/1980	Active				1549	D	 S	Newman Drives	 BLVD	 North	 STE	2842	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	83040741	Collins	Jill	Nathan	MD	5/27/1980	Active				8871	D	N	Melissa Circle	 AVE	N	 STE	4372	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	78763268	Young	Justin	Darren	PhD	5/27/1980	Active				6413	D	 West	Victoria Parks	 BLVD	 S	 Unit	7061	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	81549691	Smith	Nathan	Robert	MD	5/27/1980	Active				8480	D	 S	Becker Loaf	DR	 South	 STE	5180	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	73404295	Mejia	Benjamin	Donald	MD	5/27/1980	Active				8140	D	 West	Katrina Hollow	 AVE	 S	APT	3551	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	37588709	Johnson	Stacey	Christopher	MD	5/27/1980	Active				8976	A	N	Stephenson Harbor	 BLVD	 S	APT	408	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	97334558	Jackson	Andrew	Joshua	MD	5/27/1980	Inactive				7569	B	 East	Katie Station	 AVE	 North	 STE	3123	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	82029767	Wilson	Emily	Ralph	MD	5/27/1980	Active				6850	A	 West	Daniel Causeway	 AVE	 S	 STE	8909	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	54992475	Roberts	Lori	Tammy	PhD	5/27/1980	Active				9747	B	N	Earl Green	 AVE	N	 Trailer	2243	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	83009976	Chen	Vanessa	Marissa	PhD	5/27/1980	Inactive				9806	B	 S	Melissa Isle	DR	N	 STE	9894	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	65517455	Day	Natasha	Jasmine	PhD	5/27/1980	Active				2883	C	 S	Melanie Estate	DR	N	 Unit	7953	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	61120452	Ferguson	Vernon	Benjamin	MD	5/27/1980	Inactive				7579	C	 West	Hannah Points	 BLVD	 S	APT	4626	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	87646082	Palmer	Bradley	Lauren	PhD	5/27/1980	Active				4854	C	N	Erin Mills	 ST	N	APT	6210	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	41175047	Peters	Heather	William	PhD	5/27/1980	Inactive				6148	C	 S	Donald Cliffs	 BLVD	 S	 STE	6914	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	21435848	Duncan	Taylor	Kimberly	PhD	5/27/1980	Active				2031	D	 East	Young Mills	DR	N	 Unit	1288	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	36389601	Gomez	Jason	Steven	PhD	5/27/1980	Active				2773	B	N	Elizabeth Road	 AVE	N	 Trailer	652	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	54318680	Smith	Eric	Deborah	MD	5/27/1980	Active				3094	B	 West	Turner Mountain	 AVE	 S	APT	1688	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	40178224	Brewer	William	Richard	MD	5/27/1980	Active				2708	D	 S	Jared Centers	 ST	N	 STE	713	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	96841751	Shepherd	Kristin	David	PhD	5/27/1980	Active				2251	D	 West	Aaron Curve	 BLVD	 South	APT	8256	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	73775654	Johnson	Oscar	Christopher	PhD	5/27/1980	Active				4729	C	 West	Robert Crescent	 BLVD	N	APT	195	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	55797913	Knight	Andrew	Michael	MD	5/27/1980	Active				7719	A	 S	Ronald Tunnel	 ST	 S	 Unit	244	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	63178298	Barnes	Mary	Alfred	MD	5/27/1980	Inactive				4524	D	N	Kyle Rue	 AVE	 S	 STE	5457	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	90173499	Jenkins	Tyler	Angela	PhD	5/27/1980	Inactive				5539	D	 S	Valerie Path	 BLVD	 South	 Unit	8098	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	31887141	Smith	David	Connie	PhD	5/27/1980	Active				2398	B	 S	Jeffrey Ferry	 ST	N	 Unit	7699	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	86246765	Nelson	Eric	Shaun	PhD	5/27/1980	Active				7087	D	 West	Laura Junction	 BLVD	 South	 Trailer	6277	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
01/01/2021	General	MCVR TEST ELECTION	72193518	Foley	Brandon	Candice	MD	5/27/1980	Active				1770	C	 East	Brandon Crossing	 ST	N	APT	5677	fake non stand address	St. Louis	MO	63134	1003	Missouri Botanical Garden	4344 Shaw Blvd St. Louis, MO 63110	101	101	1	101-1	01/01/2019
